"","EIR","ft","S","D","A","T","phi","b","m","Sv","Ev","Iv","a","cA","cD","cT","n","mu","rD","rA","rT_S","rT_R"
"190",2,0.9,0.761853946904699,0.000803363224982048,0.230112420845481,0.00723026902483843,0.521446273510042,0.566889347201648,3.19759441078075,0.979082205188609,0.0153299133779903,0.00558788143340062,0.306666666666667,0.0390423690542697,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"191",2.5,0.9,0.707428067752951,0.000864372524451787,0.283928207002532,0.00777935272006608,0.458327208318407,0.555492763474353,3.31506441852525,0.974779289581453,0.018483368325095,0.00673734209345172,0.306666666666667,0.0384205402812315,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"192",3,0.9,0.660155640757252,0.000902303888809557,0.330821320354653,0.00812073499928601,0.407870006391506,0.543211689408894,3.45376803768781,0.970950586557251,0.0212892896107891,0.00776012383195946,0.306666666666667,0.038207617533707,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"193",3.5,0.9,0.619336477397647,0.000925410414540002,0.371409418456953,0.00832869373086002,0.367137270639135,0.530638115041674,3.60926320590241,0.967569117316129,0.0237674490450962,0.00866343363877501,0.306666666666667,0.0381872142073122,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"194",4,0.9,0.583960385864711,0.000938740534568299,0.406652208789607,0.00844866481111469,0.333730442006444,0.518213557522305,3.77732094100291,0.964585151847328,0.0259542919973329,0.00946055615533866,0.306666666666667,0.0382532394808085,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"195",4.5,0.9,0.553065763288779,0.000945509176021638,0.437479144951005,0.00850958258419474,0.305878224193438,0.506236394337482,3.95467662509276,0.961945079772563,0.0278891076211944,0.0101658126062428,0.306666666666667,0.0383531096579022,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"196",5,0.9,0.52584046005524,0.000947830884019139,0.464681231104569,0.00853047795617225,0.282301503716794,0.494887551283733,4.1389410125998,0.959599192419543,0.0296083256477873,0.0107924819326696,0.306666666666667,0.0384606986570908,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"197",6,0.9,0.479913490660773,0.000944371520539981,0.510642794133827,0.00849934368485983,0.244512936585071,0.474387778565875,4.52175435095854,0.955623447062809,0.0325220090681113,0.0118545438690802,0.306666666666667,0.0386552780343392,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"198",7,0.9,0.442413193478808,0.000935172644327631,0.548235080077916,0.00841655379894868,0.215485708771308,0.456855286638858,4.91682934356906,0.952387368596012,0.0348936167364951,0.0127190146674932,0.306666666666667,0.0388007649319392,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"199",8,0.9,0.410973262202613,0.000923500296926613,0.579791734828121,0.00831150267233952,0.192427339683931,0.442010393857869,5.31929552414777,0.949702645043036,0.0368611558524519,0.0134361991045121,0.306666666666667,0.0388978500493479,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"200",9,0.9,0.384066890336592,0.000910945944306752,0.606823650220341,0.00819851349876077,0.173632054774763,0.42945470989594,5.72638258149237,0.947438054879667,0.0385207940387,0.0140411510816325,0.306666666666667,0.0389557804447423,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"201",10,0.9,0.36066966248049,0.000898279894033213,0.630347538579178,0.00808451904629892,0.157996969910667,0.418797989916085,6.13645082060321,0.945500562352598,0.0399407139144939,0.0145587237329077,0.306666666666667,0.038984207107604,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"202",15,0.9,0.276956468965215,0.000840363078810083,0.714639900246684,0.00756326770929075,0.107391908729956,0.384053807709584,8.20679944589143,0.938873895771651,0.044797163917313,0.0163289403110361,0.306666666666667,0.038903577573031,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"203",20,0.9,0.22438992904995,0.000791710019140327,0.767692970758647,0.00712539017226294,0.0796598948863824,0.365654828367438,10.2900808523214,0.934998932724933,0.0476369875404395,0.0173640797346277,0.306666666666667,0.0387067491295393,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"204",30,0.9,0.16150288766617,0.000712849276786568,0.831368619565965,0.00641564349107911,0.0503205800119148,0.347184743613193,14.4829672118311,0.930725565973674,0.0507687871741899,0.0185056468521359,0.306666666666667,0.0383096180339168,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"205",50,0.9,0.102307099851852,0.000609600382456647,0.891596896323581,0.00548640344210983,0.0269097034550154,0.332770437705966,22.988798353721,0.927261722485882,0.0533073157859082,0.0194309617282098,0.306666666666667,0.0376899598766547,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"206",100,0.9,0.0531578512386154,0.000515515721911183,0.941686991542273,0.00463964149720065,0.0117348711461859,0.322352540033181,44.73227388604,0.925236727351305,0.0547913632337308,0.0199719094149644,0.306666666666667,0.0367903938073569,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
"207",200,0.9,0.0276229871485537,0.000518674498618932,0.967190267865257,0.00466807048757039,0.00599788155026039,0.317284102412452,89.0279021201246,0.924870043905434,0.0550600925865627,0.0200698635080028,0.306666666666667,0.0360101287019677,0.0676909,0.0217964698,10,0.132,0.2,0.004,0.2,0.2
